Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value,Latitude,Longitude,Avg Temperature (F),Max Temperature (F),Min Temperature (F),Avg Percipitation (in.),Min Humidity (%),Max Humidity (%),Avg Wind (mph)
"Arapahoe County, Colorado",Arapahoe County,Colorado,95851,292900,374100.0,274600.0,544100.0,39.62031,-104.332644,17.90150031596422,32.85499996244907,2.94800066947937,0.0,40.060000419616706,84.84500122070312,7.965773182904721
"Archuleta County, Colorado",Archuleta County,Colorado,64572,274000,373400.0,246100.0,625100.0,37.1604318,-107.0067031,25.04074986428023,35.73950005471706,14.341999673843384,0.00856773297148427,45.06999969482422,85.21750068664552,5.454738294928074
"Baca County, Colorado",Baca County,Colorado,51105,79800,,,,37.394731,-102.5298028,19.390999908000236,32.42750014215708,6.3544996738433825,0.0,45.78750038146973,86.11750030517578,11.448152326612473
"Bent County, Colorado",Bent County,Colorado,47396,77700,,,,38.0036339,-103.0817903,19.188500121235847,33.259999924898146,5.117000317573545,0.03163650631904602,44.02999973297119,85.26749992370604,9.565386688911916
"Boulder County, Colorado",Boulder County,Colorado,104898,423500,532300.0,346600.0,891500.0,40.1512114,-105.5005483,9.472999844700098,22.027999706566334,-3.0820000171661377,0.0,48.23999977111816,85.12999916076659,7.340370037603379
"Broomfield County, Colorado",Broomfield County,Colorado,108964,356500,437200.0,353500.0,634000.0,39.9205411,-105.0866504,19.490000041574238,32.621000091731545,6.35899999141693,0.0,41.95249938964844,83.58749961853026,4.967355050659776
"Chaffee County, Colorado",Chaffee County,Colorado,67792,313200,392600.0,279000.0,583500.0,38.7536679,-106.2522143,9.086000448465343,22.729999935626985,-4.557999038696288,0.0013650509374817526,39.942499876022346,86.56500053405762,9.757286123502254
"Cheyenne County, Colorado",Cheyenne County,Colorado,62921,90000,,,,38.80025620000001,-102.62162109999998,17.269249886274338,31.75249980688095,2.785999965667724,0.09079724784911147,40.432499885559075,83.72750091552734,11.913026260265115
"Clear Creek County, Colorado",Clear Creek County,Colorado,88595,317000,361900.0,214000.0,613400.0,39.6904464,-105.6412527,11.338249986991286,23.945000111311675,-1.2685001373291058,0.0,45.227500915527344,84.79999923706055,15.239428147284984
"Conejos County, Colorado",Conejos County,Colorado,49234,113100,,,,37.2689711,-106.2522143,16.882250201702117,28.63850009441376,5.126000308990477,0.002833877022810809,42.400000333786004,85.86750030517578,8.031988527739049
"Costilla County, Colorado",Costilla County,Colorado,45520,114200,,,,37.2049596,-105.5005483,19.08949999436736,31.95500008314848,6.2239999055862425,0.019699541602547714,40.31249952316284,84.88500022888185,9.450636624302863
"Crowley County, Colorado",Crowley County,Colorado,46543,79700,,,,38.2498631,-103.8216261,20.007500141486524,34.37149993106723,5.643500351905821,0.005429258614074528,44.10499954223633,84.13250160217284,8.464956643749476
"Custer County, Colorado",Custer County,Colorado,55565,248300,,,,38.0615578,-105.3131185,13.957249906659124,27.769999796152113,0.1445000171661377,0.0,40.282500267028816,84.61499977111815,9.248579156887534
"Delta County, Colorado",Delta County,Colorado,61871,206200,,144100.0,,38.8531357,-107.763621,17.02625016327947,28.34600003473461,5.706500291824341,0.0,48.005000591278076,87.5674991607666,5.923973118765353
"Denver County, Colorado",Denver County,Colorado,88779,322900,423500.0,290900.0,692500.0,39.7392358,-104.990251,20.590249796956773,34.164499799907205,7.015999794006348,0.0,38.454999923706055,83.51000022888185,7.442595026141405
"Dolores County, Colorado",Dolores County,Colorado,56890,122000,,,,37.75302720000001,-108.5225709,23.949499952793122,34.02049989700318,13.87850000858307,0.06765748337497862,47.69999933242798,85.43000030517578,6.8625102324390435
"Douglas County, Colorado",Douglas County,Colorado,136284,407100,483900.0,380500.0,669500.0,39.2587106,-104.9388853,19.28075019419193,33.37249992489815,5.189000463485716,0.0,36.15249919891357,83.53249931335448,8.491049185577634
"Eagle County, Colorado",Eagle County,Colorado,110241,471100,720800.0,405200.0,1834200.0,39.576406,-106.7234639,11.923250334337355,25.236500153690578,-1.3899994850158706,0.0,46.71750020980835,85.13500022888185,6.602019076527357
"Elbert County, Colorado",Elbert County,Colorado,115587,380000,508600.0,362000.0,703800.0,39.35370040000001,-104.1930918,16.8710001738742,32.28799997009337,1.454000377655028,0.0,39.81250095367432,84.98500061035156,8.221075990152361
"El Paso County, Colorado",El Paso County,Colorado,81528,238200,290300.0,222200.0,437400.0,38.9108325,-104.4723301,17.671999830752608,33.11600002199411,2.227999639511108,0.0024999997864558004,37.992499828338616,83.95249938964844,7.603985695933104
"Fremont County, Colorado",Fremont County,Colorado,59591,160000,,,,38.5306514,-105.5005483,16.101499712467195,30.321499991416932,1.8814994335174544,0.0,36.695000171661384,83.79749870300294,9.361415640430453
"Garfield County, Colorado",Garfield County,Colorado,84004,323800,400500.0,248300.0,647600.0,39.6584775,-107.763621,12.179749858379367,25.59649999141693,-1.2370002746582074,0.0,52.65749931335449,86.92749977111816,4.057121390271783
"Gilpin County, Colorado",Gilpin County,Colorado,97293,301700,357400.0,252700.0,512100.0,39.8770159,-105.45367179999998,11.360749727487562,23.967499935626982,-1.2460004806518583,0.0,45.71749973297119,84.94750022888185,8.780261123979093
"Grand County, Colorado",Grand County,Colorado,76471,285000,346900.0,215600.0,705100.0,40.0727382,-106.0640179,6.530000096559522,18.878000175952913,-5.817999982833861,0.004963831990722596,50.30000019073486,85.00500106811523,7.5236739572417735
"Gunnison County, Colorado",Gunnison County,Colorado,66896,313900,,190400.0,856500.0,38.6437083,-107.0067031,12.456500345468518,23.74700003862381,1.1660006523132331,0.003376695415459749,44.37999939918518,87.38749885559082,6.1503656120651975
"Hinsdale County, Colorado",Hinsdale County,Colorado,64899,325400,,,,37.9316309,-107.3848831,6.770749947428701,16.36249994635582,-2.821000051498416,0.00029527558395125737,46.86249852180481,89.90250015258789,7.293444101910592
"Huerfano County, Colorado",Huerfano County,Colorado,51904,137400,,,,37.6125984,-104.9388853,18.200749829411507,31.46449981331825,4.9369998455047615,0.00020168648343386612,42.49749994277954,84.4875011444092,12.837051917521956
"Jackson County, Colorado",Jackson County,Colorado,55802,171300,,,,40.68192420000001,-106.2522143,5.180000384896992,17.730500237643714,-7.370499467849733,0.0,51.20749998092651,83.59250068664552,7.35874825576067
"Jefferson County, Colorado",Jefferson County,Colorado,97672,334100,423000.0,334300.0,604300.0,39.5800298,-105.26629309999998,14.384750317037106,27.57200011909008,1.1975005149841316,0.0,40.39499950408936,84.45999717712401,8.702064697691203
"Kiowa County, Colorado",Kiowa County,Colorado,55401,83200,,,,38.3769671,-102.7135121,18.097250330448148,32.84150037765503,3.353000283241272,0.0199586798356274,41.47249984741211,84.74250030517578,10.436659401464464
"Kit Carson County, Colorado",Kit Carson County,Colorado,67229,130200,,,,39.3844507,-102.5298028,17.032999943941828,30.45649995654821,3.6094999313354488,0.0019358126373272247,40.779999732971184,82.60499954223633,14.344779666023257
"Lake County, Colorado",Lake County,Colorado,60805,197600,244000.0,171400.0,370700.0,39.1941167,-106.2992912,12.535250277072189,26.473999918997286,-1.4034993648529053,0.0024999997864558004,40.43499946594238,85.23999977111815,7.898605580825807
"La Plata County, Colorado",La Plata County,Colorado,81865,356700,408900.0,258900.0,617100.0,37.21258570000001,-107.763621,26.761999952793122,37.80949993133545,15.714499974250794,0.040978452000092334,44.93249988555908,84.59250068664552,6.301459383739233
"Larimer County, Colorado",Larimer County,Colorado,85429,306600,376200.0,303300.0,550000.0,40.6955572,-105.5943388,9.905000022798776,22.95499978810549,-3.1449997425079346,0.0,48.53749942779541,84.39499855041505,7.894563754150868
"Las Animas County, Colorado",Las Animas County,Colorado,54224,145900,158900.0,93200.0,280100.0,37.2994909,-104.1001326,19.575499886274336,32.031499969959256,7.1194998025894165,0.002728193470342892,47.52999973297119,85.27000045776367,8.82904704126835
"Lincoln County, Colorado",Lincoln County,Colorado,58641,132100,,,,39.0457549,-103.3587288,16.47275037765503,32.234000205993645,0.7115005493164048,0.004714566803588643,42.2750005722046,84.78249931335448,9.320450445759297
"Logan County, Colorado",Logan County,Colorado,59117,148700,147800.0,83800.0,,40.7056181,-102.989615,12.503749978542327,24.75049993991852,0.2570000171661384,0.0,55.58500003814697,84.70999908447266,13.347418201051953
"Mesa County, Colorado",Mesa County,Colorado,66690,207900,236800.0,175500.0,361400.0,38.9585381,-108.6175626,18.01399967391044,28.597999948635696,7.429999399185182,0.0,51.86250114440918,87.8025016784668,5.809342519640922
"Mineral County, Colorado",Mineral County,Colorado,66639,279000,,,,37.6583677,-107.0067031,11.036749982833859,21.03800015449524,1.0354998111724854,0.031249999530672087,46.7549991607666,88.47500038146973,8.180728389370442
"Moffat County, Colorado",Moffat County,Colorado,67837,169200,,,,40.61383789999999,-108.2377519,5.922500380873679,18.486499851942067,-6.6414990901947055,0.0,55.59249877929688,84.88500022888185,5.548806297508478
"Montezuma County, Colorado",Montezuma County,Colorado,57908,197900,249300.0,162800.0,411100.0,37.32575170000001,-108.6175626,28.474249956011768,40.10899993777275,16.839499974250792,0.07151202423366036,47.375,82.92750072479248,8.604888725862503
"Montrose County, Colorado",Montrose County,Colorado,57149,202500,256800.0,177000.0,430100.0,38.468304,-108.1428669,20.021000192314386,29.86699995547533,10.175000429153444,0.002952756022843789,46.54249954223633,87.4474983215332,6.031310923381448
"Morgan County, Colorado",Morgan County,Colorado,64236,162900,,,,40.2989226,-103.7289167,15.588500148057935,29.34949995279312,1.8275003433227541,0.0,49.10750007629394,85.48499870300294,10.273256351584195
"Otero County, Colorado",Otero County,Colorado,48591,91800,88900.0,45700.0,183200.0,37.9397663,-103.6362715,19.859000326693057,33.278000310063355,6.4400003433227555,0.002524779420199357,45.97749996185303,84.6324977874756,8.550823394143581
"Ouray County, Colorado",Ouray County,Colorado,75322,420600,435700.0,293700.0,676300.0,38.2016133,-107.763621,19.919749718904495,29.43949986696243,10.399999570846557,0.006496063250256336,43.765000820159905,87.29500007629395,6.435243793346883
"Park County, Colorado",Park County,Colorado,76226,262300,345400.0,229700.0,500800.0,39.0897928,-105.5943388,13.073000065982342,26.84750016629696,-0.7015000343322768,0.0,37.90999984741211,84.58250236511229,10.277509109505417
"Phillips County, Colorado",Phillips County,Colorado,68069,132600,,,,40.53713339999999,-102.3463875,13.556749939918518,25.48400020599365,1.6294996738433838,0.0,51.85249996185303,83.66500091552734,14.330419141446352
"Pitkin County, Colorado",Pitkin County,Colorado,130882,593600,1117300.0,,,39.159101,-106.8178377,10.36174998283386,23.567000102996825,-2.8435001373291016,0.0,44.827500820159905,86.64249801635742,7.0503713069868095
"Prowers County, Colorado",Prowers County,Colorado,54139,94400,,,,37.84337560000001,-102.2547919,18.587750050425527,32.34200004935265,4.833500051498412,0.007499999652697345,43.18249988555908,85.63249969482422,10.77727069796324
"Pueblo County, Colorado",Pueblo County,Colorado,57557,148000,166100.0,91200.0,264300.0,38.2528534,-104.4723301,20.981749859452247,36.342499881982796,5.6209998369216905,0.0,39.53249979019165,82.74249839782716,6.1754707636630535
"Rio Blanco County, Colorado",Rio Blanco County,Colorado,72155,201000,,,,39.9814297,-108.2377519,8.912749916315077,21.906499969959253,-4.081000137329107,0.0,54.58750057220459,86.82750129699707,5.0727904074329135
"Rio Grande County, Colorado",Rio Grande County,Colorado,53384,143000,161600.0,83900.0,297200.0,37.5749508,-106.4405872,14.454500210285184,25.637000060081487,3.2720003604888923,0.0004429133667603253,43.21500015258789,86.39749908447266,8.945323890770677
"Routt County, Colorado",Routt County,Colorado,90103,460600,502300.0,247300.0,1010600.0,40.4771623,-107.1011931,4.87399992989376,17.334499979950486,-7.586500120162968,0.0,53.36750030517578,84.24499893188477,6.550228855630755
"Saguache County, Colorado",Saguache County,Colorado,52823,150100,,,,38.0019623,-106.3463791,12.179749965667725,23.7875,0.5719999313354478,0.00101271268772328,41.380000948905945,85.94750022888184,9.171420187001226
"San Juan County, Colorado",San Juan County,Colorado,61346,269400,,,,37.7573704,-107.71625,15.878750193119052,25.488500094413762,6.269000291824341,0.005169224221347354,44.98999953269959,88.05000114440918,6.809050494728089
"San Miguel County, Colorado",San Miguel County,Colorado,94749,485000,707200.0,301800.0,2420500.0,37.97812370000001,-108.1428669,19.77125004827976,29.385500079393392,10.157000017166137,0.025210808962583545,45.222500324249275,87.19999885559082,6.690479334593417
"Sedgwick County, Colorado",Sedgwick County,Colorado,56125,91500,,,,40.8568843,-102.3463875,12.170749491453169,24.0619997382164,0.2794992446899407,0.0,56.65250015258789,84.3524990081787,14.02517376168728
"Summit County, Colorado",Summit County,Colorado,93222,547700,,,,39.591187100000006,-106.0640179,12.15950004700571,24.99349993951619,-0.6744998455047622,0.0,44.97499990463257,84.40749931335448,12.276054534959796
"Teller County, Colorado",Teller County,Colorado,81076,261100,305900.0,177500.0,464500.0,38.86115789999999,-105.1726816,13.311500066518784,27.801499927043913,-1.178499794006349,0.0,36.940001010894775,84.37749862670898,8.663874408897161
"Washington County, Colorado",Washington County,Colorado,63907,120300,,,,40.063745,-102.989615,14.411750143766401,27.288500201702124,1.5350000858306885,0.0,48.03249931335449,84.47500038146974,13.196338229241373
"Weld County, Colorado",Weld County,Colorado,81655,245000,323700.0,246500.0,452300.0,40.3920718,-104.7158226,18.9747500333935,33.215000135451554,4.734499931335449,0.0016658536092502866,44.222500324249275,84.45499801635742,6.071620924535393
"Yuma County, Colorado",Yuma County,Colorado,59575,148800,,,,40.1448234,-102.2547919,15.201500356197355,27.383000111579896,3.0200006008148184,0.0,46.04500007629394,82.89249992370604,13.496338860894443
"Fairfield County, Connecticut",Fairfield County,Connecticut,146085,417800,336700.0,186400.0,780700.0,41.2559654,-73.37086959999998,27.6237497612834,34.39399983584881,20.85349968671799,0.007719450344250897,39.125,78.39999771118164,10.100748858454226
"Hartford County, Connecticut",Hartford County,Connecticut,94643,235300,226600.0,143300.0,339600.0,41.7924343,-72.8042797,24.160999858379363,32.27449979186058,16.047499924898148,0.024185922202162858,41.199999809265144,84.51250076293945,9.65396487914443
"Litchfield County, Connecticut",Litchfield County,Connecticut,98961,250100,268300.0,166900.0,450600.0,41.7866294,-73.27653609999999,22.581500238180162,30.32149988412857,14.84150059223175,0.034628414262936814,42.164999961853034,82.48250007629396,10.045430739130977
"Middlesex County, Connecticut",Middlesex County,Connecticut,105460,283700,292900.0,184400.0,433600.0,41.46985050000001,-72.47315290000002,27.268250167369843,34.83950008153916,19.697000253200525,0.020490666543404888,40.57000064849853,83.84500122070312,9.489508906348943
"New Haven County, Connecticut",New Haven County,Connecticut,88342,244400,212500.0,125800.0,353500.0,41.32669110000001,-72.8042797,28.197499784082176,35.38849981278181,21.00649975538253,0.021167505444504145,39.875,80.97249984741211,10.189065984603168
"New London County, Connecticut",New London County,Connecticut,90563,238900,233600.0,163700.0,352000.0,41.5185189,-72.04681640000003,27.1984998986125,34.87550002038479,19.52149977684021,0.03334370889062957,40.9375,85.49499893188477,10.46319167227507
"Tolland County, Connecticut",Tolland County,Connecticut,101772,247500,216000.0,155000.0,303500.0,41.8418987,-72.37846789999998,22.77049988862127,31.095499897003172,14.445499880239367,0.05183585046783208,41.71750068664551,87.09250068664551,9.52341590419054
"Windham County, Connecticut",Windham County,Connecticut,75748,196800,173700.0,134600.0,235200.0,41.8275622,-72.04681640000003,24.68975015878677,32.77850022315979,16.601000094413756,0.04173122522399182,41.36750030517578,86.9900016784668,8.948108263220787
"Kent County, Delaware",Kent County,Delaware,72184,205800,210900.0,142600.0,297900.0,39.1440612,-75.4344727,33.55250014550984,41.157500118017204,25.94750017300248,0.0,42.25250053405762,78.50499916076659,11.495213327635527
"New Castle County, Delaware",New Castle County,Delaware,90792,248100,232100.0,138300.0,373600.0,39.5392979,-75.66735600000001,32.88200014708564,40.04150010943413,25.722500184737147,0.001189714576315692,42.64999961853027,77.03250122070312,11.683811194893124
"Sussex County, Delaware",Sussex County,Delaware,77328,242900,278100.0,,508900.0,38.65308410000001,-75.4344727,34.26799995601177,41.913500094413756,26.622499817609786,0.004999999572911601,43.23750019073486,80.4250020980835,7.7222162594378
"District of Columbia, District of Columbia",District of Columbia,District of Columbia,116090,537400,,,,38.9071923,-77.03687070000002,34.04299992918968,42.61099996566772,25.47499989271164,0.001093618806422226,42.10500001907349,82.03499984741211,8.920979731643198
"Alachua County, Florida",Alachua County,Florida,66321,167000,180200.0,99400.0,308200.0,29.6579549,-82.3017728,58.835750183463105,67.43750042915345,50.23399993777275,0.023470929288488675,58.359999656677246,96.14249992370605,11.785690586850645
"Baker County, Florida",Baker County,Florida,69642,121100,178700.0,104800.0,281800.0,30.3931168,-82.3017728,56.878250266611566,64.89500017166138,48.86150036156179,0.0018749999131743363,59.77499961853027,97.06000137329102,11.342230841315985
"Bay County, Florida",Bay County,Florida,66918,166400,210400.0,126800.0,346100.0,30.180530600000004,-85.684578,54.92299999892712,62.933000111579894,46.91299988627435,0.2584292546031982,72.8400011062622,94.0625,14.53438605663538
"Bradford County, Florida",Bradford County,Florida,55152,90500,131600.0,,227000.0,29.97238179999999,-82.1713632,58.1967501759529,66.33050041198733,50.06299993991853,0.005567414158089893,58.80999946594238,96.40500068664551,11.693932028086186
"Brevard County, Florida",Brevard County,Florida,69712,162400,211200.0,139500.0,363700.0,28.263933,-80.7214417,67.63099992275238,75.24500017166139,60.016999673843394,0.09472045490122218,69.53750038146973,98.00500106811523,12.620987788695096
"Broward County, Florida",Broward County,Florida,78625,223400,264200.0,125000.0,452900.0,26.190096,-80.365865,73.82525050640106,81.25700044631958,66.39350056648253,0.032150028493460714,58.36750030517578,93.43749809265137,10.434586355309488
"Calhoun County, Florida",Calhoun County,Florida,46493,80000,,,,30.3475302,-85.18940450000002,54.565250366926186,62.95550084114075,46.17499989271164,0.4909820500467941,73.55999946594237,95.44000053405762,12.524914205958845
"Charlotte County, Florida",Charlotte County,Florida,64108,165200,210300.0,130800.0,359900.0,26.8946009,-81.909826,68.64125008583069,78.7504997253418,58.53200044631959,0.003260795657676975,66.30749988555908,97.17249870300293,10.953232556914092
"Citrus County, Florida",Citrus County,Florida,54308,117400,152700.0,94000.0,259700.0,28.8848842,-82.51858370000002,60.862999618053436,70.44799981117248,51.277999424934386,0.01864808662904529,62.16750144958496,96.13000297546387,8.863230436375142
"Clay County, Florida",Clay County,Florida,77730,165300,209200.0,149000.0,298500.0,29.9943564,-81.77870209999998,59.429749482870115,66.82549929618835,52.03399966955185,0.029801376787056476,61.56500053405762,95.78750038146973,13.145567131594419
"Collier County, Florida",Collier County,Florida,101492,316200,336400.0,191900.0,774000.0,26.069985,-81.42789839999998,71.72149956226349,81.35149917602537,62.0914999485016,0.007845741791987982,57.617499351501465,95.6299991607666,10.053724523735047
"Columbia County, Florida",Columbia County,Florida,59660,112500,138800.0,,231300.0,30.1812696,-82.605118,56.655499754846105,65.10199954509736,48.20899996459484,0.023927590039771376,59.00500011444092,97.23999977111816,10.776235641537905
"DeSoto County, Florida",DeSoto County,Florida,48273,83700,,,,27.2142078,-81.77870209999998,67.35424991846085,77.1935001373291,57.51499969959259,0.0,68.04500007629396,97.53249931335449,10.62943309407115
"Dixie County, Florida",Dixie County,Florida,48723,71600,93200.0,40900.0,,29.5207227,-83.1649001,58.87175001502037,68.09000034332276,49.653499686718,0.03745654891208401,58.792500495910645,96.31499862670898,11.257094217031005
"Duval County, Florida",Duval County,Florida,71000,156200,177900.0,,305900.0,30.3500511,-81.6035062,58.905500090122224,65.78599996566773,52.02500021457672,0.02053937427406236,62.07250022888184,95.44000053405762,13.804334080111984
"Escambia County, Florida",Escambia County,Florida,63188,126700,148400.0,72900.0,283600.0,30.6389408,-87.3413599,49.9437502682209,55.82300034761429,44.06450018882752,1.2641104093686804,66.0525016784668,87.59249877929688,14.703737980988029
"Flagler County, Florida",Flagler County,Florida,64032,188400,222700.0,167500.0,350600.0,29.4086072,-81.2518833,62.422249901294705,69.39499974250792,55.44950006008147,0.02734256768965815,67.2150011062622,96.29000282287598,13.757439744106534
"Franklin County, Florida",Franklin County,Florida,62661,135300,284800.0,,627300.0,29.7817695,-84.8567932,58.07075028270484,66.3710000514984,49.770500513911244,0.041932652110424566,71.28999996185303,96.625,14.084561174080372
"Gadsden County, Florida",Gadsden County,Florida,50733,101300,94300.0,35700.0,216000.0,30.5562947,-84.64791240000002,54.554000055789956,63.32450027465821,45.78349983692169,0.39425373546720494,72.17250061035156,96.58000183105469,10.211935224990846
"Gilchrist County, Florida",Gilchrist County,Florida,55208,96700,136400.0,56700.0,230100.0,29.6871128,-82.82097399999998,58.194499775767326,67.2125,49.176499551534654,0.010051399058713687,57.73999977111816,96.4375,11.153622574161293
"Glades County, Florida",Glades County,Florida,49400,80100,97700.0,,188700.0,26.984415,-81.0754657,69.87425084114075,79.37600116729737,60.37250051498413,0.01776510629597611,63.99499988555908,96.84250068664551,10.09040456080556
"Gulf County, Florida",Gulf County,Florida,58245,151400,177200.0,60900.0,408000.0,29.800162300000004,-85.35496499999998,57.487999899685384,65.49349992275239,49.4824998766184,0.07487611830469193,72.75000095367432,95.57749938964844,14.68917359176159
"Hamilton County, Florida",Hamilton County,Florida,51270,73500,,,,30.47559579999999,-82.95015579999998,55.39999990612269,63.77449963092804,47.02550018131733,0.0024999997864558004,61.42749881744385,97.86499977111816,8.77429158304453
"Hardee County, Florida",Hardee County,Florida,56566,81200,,,,27.4501733,-81.82243620000001,66.28550045490266,75.79400072097778,56.77700018882752,0.0,68.84999942779541,97.59500122070312,10.452318446526528
"Hendry County, Florida",Hendry County,Florida,54503,79700,119100.0,71200.0,221000.0,26.610531899999994,-81.0754657,71.03750021457672,80.36600065231323,61.70899977684022,0.0,61.280001640319824,95.95999908447266,10.14646040616274
"Hernando County, Florida",Hernando County,Florida,56394,120600,166700.0,120200.0,242500.0,28.5578826,-82.4752757,61.7967501759529,71.1995002746582,52.39400007724762,0.016858727693205743,64.68750095367432,96.45000076293944,10.933814615710974
"Highlands County, Florida",Highlands County,Florida,52544,87900,133700.0,76900.0,216700.0,27.340028600000004,-81.34002679999998,67.43750042915345,77.02250051498412,57.85250034332275,0.004999999572911601,67.53250026702881,97.82250022888184,10.483362406029704
"Hillsborough County, Florida",Hillsborough County,Florida,76363,179500,220600.0,141300.0,365300.0,27.990359700000006,-82.3017728,64.07825046777725,73.03100099563599,55.12549993991853,0.013727824988327628,68.48000049591064,96.85499954223631,9.132145508936645
"Holmes County, Florida",Holmes County,Florida,48281,92400,,,,30.874080600000006,-85.80766,50.879749912023534,58.5094998240471,43.25,0.5797623086163378,73.02749919891356,91.85000038146973,11.643860256853106
"Indian River County, Florida",Indian River County,Florida,78701,172600,219700.0,133700.0,441800.0,27.6947732,-80.54384499999998,69.06200048923492,77.36450061798095,60.75950036048889,0.14277849845060214,68.79250144958496,97.79500007629395,11.230286215615273
"Jackson County, Florida",Jackson County,Florida,48336,94900,95000.0,42200.0,183900.0,30.7150882,-85.18940450000002,52.89125013947487,61.26800019741057,44.51450008153915,0.3746737041107313,74.38249969482422,94.61750030517578,11.17107480148077
"Jefferson County, Florida",Jefferson County,Florida,59427,131700,,,,30.4311978,-83.88970570000002,55.44949984550476,64.07599987983704,46.822999811172494,0.13555031651117672,67.05249977111815,97.65750122070312,9.4116026105237
"Lafayette County, Florida",Lafayette County,Florida,66526,101400,,,,30.029957300000003,-83.2077645,57.128000283241285,65.8085000514984,48.44750051498413,0.002495564051031128,60.04500007629394,97.15999794006348,9.928950424975158
"Lake County, Florida",Lake County,Florida,63741,155100,215700.0,135200.0,309000.0,28.702847,-81.77870209999998,62.48749978542328,71.19050006866456,53.78449950218201,0.031192360489856543,65.92750072479248,97.0674991607666,11.227157979900836
"Lee County, Florida",Lee County,Florida,74000,190200,232900.0,151500.0,432000.0,26.6630286,-81.9534815,69.45799989700318,79.56949958801269,59.34650020599365,0.01133550339796412,64.40749931335449,96.79999923706056,10.981614409424068
"Leon County, Florida",Leon County,Florida,70672,187400,181900.0,94200.0,318900.0,30.4906177,-84.1857115,55.427000162005434,64.23800036907195,46.615999954938886,0.3044502017652895,69.27000045776367,97.38750076293944,10.586017923641208
"Levy County, Florida",Levy County,Florida,49122,88700,,64700.0,,29.3178545,-82.82097399999998,59.52424995601177,68.94499974250796,50.10350016951561,0.017962598894524763,59.07499980926514,96.03250122070312,10.613416585879326
"Liberty County, Florida",Liberty County,Florida,54816,62400,,,,30.1507777,-84.8567932,56.41024985462427,64.91299972534179,47.907499983906746,0.5693798138224704,71.99500083923341,96.57000160217285,12.21130717560053
"Madison County, Florida",Madison County,Florida,44778,87200,,,,30.4586334,-83.5070203,55.598000226914884,64.01300058364868,47.18299987018109,0.04615166129207048,64.67499923706055,97.82750129699707,9.073647154413463
"Manatee County, Florida",Manatee County,Florida,74317,197200,258900.0,153300.0,437200.0,27.4799195,-82.34518899999998,65.88724981546403,75.0199993133545,56.75450031757354,0.012517202293544305,70.44000053405763,96.99249839782715,11.331419481621984
"Marion County, Florida",Marion County,Florida,56300,119200,149800.0,88100.0,252000.0,29.278776500000006,-82.12783999999998,60.08675019741057,68.87300024032592,51.30050015449524,0.031732120881165116,60.76749992370606,96.15750122070312,11.035879339168071
"Martin County, Florida",Martin County,Florida,88405,233000,275900.0,137800.0,495900.0,27.0804935,-80.41039570000002,71.43125021457672,79.40300006866455,63.45950036048889,0.052459624808604326,64.17000007629396,95.375,10.189067584587336
"Miami-Dade County, Florida",Miami-Dade County,Florida,72162,242800,302900.0,177100.0,518200.0,25.5516034,-80.6326916,73.60024986267089,82.13900003433227,65.06149969100952,0.00912301550347974,58.13249969482422,95.03249931335449,9.574465532414914
"Monroe County, Florida",Monroe County,Florida,91157,429000,574300.0,367000.0,1151100.0,24.555700100000006,-81.78259849999998,,,,,,,
"Nassau County, Florida",Nassau County,Florida,83931,203500,275400.0,181800.0,505000.0,30.5927334,-81.82243620000001,57.31249987259507,64.61149990558624,50.0134998396039,0.01313765621840345,61.38500022888184,96.30249977111816,12.33992896962285
"Okaloosa County, Florida",Okaloosa County,Florida,76427,198700,222100.0,135000.0,404600.0,30.57734009999999,-86.6611083,51.4557500064373,58.09100000858306,44.82050000429153,0.4688951161902721,69.22499942779541,89.45249938964844,15.443845324685574
"Okeechobee County, Florida",Okeechobee County,Florida,51223,89900,134400.0,76000.0,246600.0,27.346201500000006,-80.89865019999998,68.82574980258943,77.9629997253418,59.68849987983704,0.022825971832425573,66.9250020980835,97.7549991607666,9.667811142143012
"Orange County, Florida",Orange County,Florida,74050,192400,245300.0,148100.0,380900.0,28.4844995,-81.2518833,64.81849981546402,72.89149951934814,56.745500111579894,0.02816522449958982,68.6599988937378,97.875,12.415323556966785
"Osceola County, Florida",Osceola County,Florida,60676,164500,216000.0,159700.0,290700.0,28.1019838,-81.0754657,66.57799985408784,74.81749982833863,58.33849987983704,0.02243568460772357,69.31500148773193,98.30500030517578,11.76469452792883
"Palm Beach County, Florida",Palm Beach County,Florida,89827,242500,276400.0,133400.0,503300.0,26.651450300000004,-80.27673270000003,73.19525003433229,80.40650072097779,65.98399934768676,0.03102722834414385,60.51249980926514,93.59749984741212,10.6145476413548
"Pasco County, Florida",Pasco County,Florida,64975,134300,178100.0,95300.0,286600.0,28.3232418,-82.4319405,62.82499989271165,71.9960000514984,53.653999733924856,0.010283829563656659,66.38500022888185,96.54000091552734,10.310181852892637
"Pinellas County, Florida",Pinellas County,Florida,70726,167100,229100.0,138000.0,413000.0,27.876394,-82.7778579,64.40899972319603,73.21999931335448,55.598000133037566,0.016075724178529163,69.27000045776367,96.43499946594238,11.112005252609253
"Polk County, Florida",Polk County,Florida,60529,121100,175200.0,101500.0,252500.0,27.8617347,-81.6911559,64.52375057935714,73.51250085830688,55.53500030040741,0.017989882099346852,68.88999938964844,97.71750068664551,9.975777028317452
