RegionName,State,statename,geography,Metro,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
Johnson County,IN,Indiana,"Johnson County, Indiana",Indianapolis-Carmel-Anderson,427,171500,0.008823529,0.03688029,0.117263844,0.06529729,0.031720452,2018-12,2018-Q4,171500,0,2018-12
Kootenai County,ID,Idaho,"Kootenai County, Idaho",Coeur d'Alene,428,316400,0.011185682,0.030954708,0.177083333,0.100290832,0.033263573,2018-12,2018-Q4,316400,0,2018-12
Rowan County,NC,North Carolina,"Rowan County, North Carolina",Charlotte-Concord-Gastonia,429,138300,0.003628447,0.03906837,0.103750998,0.067213569,0.014548476,2018-12,2018-Q4,138300,0,2018-12
Clark County,OH,Ohio,"Clark County, Ohio",Springfield,430,108900,0.002762431,0.020618557,0.091182365,0.046650672,0.013642325,2018-12,2018-Q4,108900,0,2018-12
Washington County,UT,Utah,"Washington County, Utah",St. George,431,308500,0.009159307,0.04222973,0.157598499,0.086238021,0.02335576,2018-12,2018-Q4,308500,0,2018-12
Indian River County,FL,Florida,"Indian River County, Florida",Sebastian-Vero Beach,432,219700,0.003654637,0.005491991,0.086010875,0.098260772,0.034634862,2006-04,2006-Q2,244000,-0.099590164,2005-06
Monroe County,IN,Indiana,"Monroe County, Indiana",Bloomington,433,187100,0.012445887,0.04935502,0.151384615,0.055822353,0.03549972,2018-12,2018-Q4,187100,0,2018-12
Hampton City,VA,Virginia,"Hampton City, Virginia",Virginia Beach-Norfolk-Newport News,434,167400,0.006614552,0.017010936,0.104950495,0.035804204,-0.005560838,2007-12,2007-Q4,183200,-0.086244541,2006-02
Ector County,TX,Texas,"Ector County, Texas",Odessa,435,167100,0.009057971,0.037243948,0.183427762,0.054101145,0.050189446,2018-12,2018-Q4,167100,0,2018-12
Florence County,SC,South Carolina,"Florence County, South Carolina",Florence,436,117000,0.003430532,0.004291845,-0.018456376,0.023836256,0.007943101,2018-02,2018-Q1,119700,-0.022556391,2017-11
Midland County,TX,Texas,"Midland County, Texas",Midland,437,255700,0.013476021,0.058360927,0.222859876,0.069426416,0.056990036,2018-12,2018-Q4,255700,0,2018-12
Fayette County,PA,Pennsylvania,"Fayette County, Pennsylvania",Pittsburgh,438,90500,0.006674082,0.027241771,0.052325581,0.039119741,0.023559144,2018-12,2018-Q4,90500,0,2018-12
Dorchester County,SC,South Carolina,"Dorchester County, South Carolina",Charleston-North Charleston,439,211200,0.003802281,0.018813314,0.084745763,0.063830514,0.024559396,2018-12,2018-Q4,211200,0,2018-12
Napa County,CA,California,"Napa County, California",Napa,440,672400,0.003432324,0.010671877,0.058564232,0.073203182,0.034626632,2018-12,2018-Q4,672400,0,2018-12
Calhoun County,MI,Michigan,"Calhoun County, Michigan",Battle Creek,441,99500,0.006066734,0.037539103,0.146313364,0.09675875,0.023858767,2018-12,2018-Q4,99500,0,2018-12
Tazewell County,IL,Illinois,"Tazewell County, Illinois",Peoria,442,119200,-0.00251046,-0.008319468,0.023175966,0.003561223,0.002811445,2018-09,2018-Q3,120200,-0.008319468,2018-07
Chautauqua County,NY,New York,"Chautauqua County, New York",Jamestown-Dunkirk-Fredonia,443,80900,0.004968944,-0.013414634,0.00872818,0.012574499,0.008140285,2018-04,2018-Q2,82700,-0.021765417,2018-02
Humboldt County,CA,California,"Humboldt County, California",Eureka-Arcata-Fortuna,444,290700,-0.006493506,-0.008526603,0.05249819,0.066387105,0.020289267,2018-10,2018-Q4,294100,-0.011560694,2018-07
Coconino County,AZ,Arizona,"Coconino County, Arizona",Flagstaff,445,353200,0.000850099,0.003979534,0.069330911,0.072849641,0.017207609,2018-12,2018-Q4,353200,0,2018-12
Robeson County,NC,North Carolina,"Robeson County, North Carolina",Lumberton,446,74000,-0.002695418,-0.01986755,0.114457831,0.032709647,0.004856995,2018-09,2018-Q3,75500,-0.01986755,2018-07
Marathon County,WI,Wisconsin,"Marathon County, Wisconsin",Wausau,447,144500,0.002080444,0.026278409,0.064848931,0.045278115,0.017907344,2018-12,2018-Q4,144500,0,2018-12
Orange County,NC,North Carolina,"Orange County, North Carolina",Durham-Chapel Hill,448,292500,0.002398903,0.005845942,0.058631922,0.040011835,0.018211555,2018-12,2018-Q4,292500,0,2018-12
Lebanon County,PA,Pennsylvania,"Lebanon County, Pennsylvania",Lebanon,449,171100,-0.003494467,0.002343292,0.031966224,0.025716523,0.003454571,2018-10,2018-Q4,171800,-0.004074505,2018-10
Douglas County,GA,Georgia,"Douglas County, Georgia",Atlanta-Sandy Springs-Roswell,450,166300,0.008489994,0.025277435,0.135153584,0.111787819,0.026441758,2018-12,2018-Q4,166300,0,2018-12
Washington County,WI,Wisconsin,"Washington County, Wisconsin",Milwaukee-Waukesha-West Allis,451,244900,0.002866503,0.01365894,0.059256055,0.055430003,0.018141912,2018-12,2018-Q4,244900,0,2018-12
Madison County,IN,Indiana,"Madison County, Indiana",Indianapolis-Carmel-Anderson,452,95200,0.006342495,0.040437158,0.179677819,0.068982301,0.012836381,2018-12,2018-Q4,95200,0,2018-12
Rapides Parish,LA,Louisiana,"Rapides Parish, Louisiana",Alexandria,453,128100,0.012648221,0.043159609,0.205079962,0.074348592,0.023750127,2018-12,2018-Q4,128100,0,2018-12
Sandoval County,NM,New Mexico,"Sandoval County, New Mexico",Albuquerque,454,202200,0.000990099,0.015570065,0.054773083,0.045071635,0.004407665,2007-10,2007-Q4,204100,-0.009309162,2007-03
Guadalupe County,TX,Texas,"Guadalupe County, Texas",San Antonio-New Braunfels,455,229600,0.003496503,0.012792236,0.08660672,0.061327702,0.032470338,2018-12,2018-Q4,229600,0,2018-12
Taylor County,TX,Texas,"Taylor County, Texas",Abilene,456,129900,0.002314815,0.007757952,0.045052293,0.071664212,0.036688057,2018-12,2018-Q4,129900,0,2018-12
Wichita County,TX,Texas,"Wichita County, Texas",Wichita Falls,457,91500,0.001094092,0.02006689,0.095808383,0.03781872,0.010653131,2018-12,2018-Q4,91500,0,2018-12
Cochise County,AZ,Arizona,"Cochise County, Arizona",Sierra Vista-Douglas,458,143400,0.00349895,0.009148487,0.1203125,0.03523839,-0.006783154,2006-05,2006-Q2,171800,-0.165308498,2005-08
Berkshire County,MA,Massachusetts,"Berkshire County, Massachusetts",Pittsfield,459,211900,0.003314394,0.015333014,0.093959732,0.03385993,0.006858675,2007-03,2007-Q1,213000,-0.005164319,2007-01
Black Hawk County,IA,Iowa,"Black Hawk County, Iowa",Waterloo-Cedar Falls,460,126600,-0.004716981,0.003169572,-0.048120301,0.018521836,0.020055109,2018-01,2018-Q1,133600,-0.05239521,2017-11
Johnson County,IA,Iowa,"Johnson County, Iowa",Iowa City,461,221100,-0.00045208,0.006372326,0.051355207,0.044555204,0.031399751,2018-11,2018-Q4,221200,-0.00045208,2018-11
Scott County,MN,Minnesota,"Scott County, Minnesota",Minneapolis-St. Paul-Bloomington,462,287200,0.006659657,0.022064057,0.05899705,0.056782082,0.025347941,2018-12,2018-Q4,287200,0,2018-12
Stafford County,VA,Virginia,"Stafford County, Virginia",Washington-Arlington-Alexandria,463,330800,0.002424242,0,0.034073148,0.030978081,0.015514029,2006-01,2006-Q1,404500,-0.182200247,2004-11
Hunterdon County,NJ,New Jersey,"Hunterdon County, New Jersey",New York-Newark-Jersey City,464,377300,-0.003959873,-0.001587722,0.019454202,0.015076886,-0.00325401,2007-01,2007-Q1,449600,-0.160809609,2004-07
Livingston Parish,LA,Louisiana,"Livingston Parish, Louisiana",Baton Rouge,465,159400,0.000627746,-0.002503129,0.049374589,0.025563129,0.011483662,2018-09,2018-Q3,159800,-0.002503129,2018-08
Coweta County,GA,Georgia,"Coweta County, Georgia",Atlanta-Sandy Springs-Roswell,466,210000,0.006229037,0.026392962,0.102941176,0.074819764,0.026354154,2018-12,2018-Q4,210000,0,2018-12
Blair County,PA,Pennsylvania,"Blair County, Pennsylvania",Altoona,467,119500,-0.008298755,-0.007475083,0.013570823,0.026404349,0.018280143,2016-12,2016-Q4,122000,-0.020491803,2016-08
Washington County,RI,Rhode Island,"Washington County, Rhode Island",Providence-Warwick,468,364900,-0.000821468,-0.003005464,0.042869391,0.044653732,0.014652781,2006-04,2006-Q2,387800,-0.059051057,2005-03
Sebastian County,AR,Arkansas,"Sebastian County, Arkansas",Fort Smith,469,116800,0.001715266,0.027264732,0.092609916,0.03678247,0.011577617,2018-12,2018-Q4,116800,0,2018-12
Wood County,OH,Ohio,"Wood County, Ohio",Toledo,470,138700,-0.002875629,-0.010699001,0.013888889,0.043132174,0.01560774,2018-09,2018-Q3,140200,-0.010699001,2018-08
Wright County,MN,Minnesota,"Wright County, Minnesota",Minneapolis-St. Paul-Bloomington,471,247300,0.008564437,0.017695473,0.070099524,0.066659255,0.03360278,2018-12,2018-Q4,247300,0,2018-12
Richland County,OH,Ohio,"Richland County, Ohio",Mansfield,472,105600,0.007633588,0.015384615,0.152838428,0.060836061,0.019798618,2018-12,2018-Q4,105600,0,2018-12
Comanche County,OK,Oklahoma,"Comanche County, Oklahoma",Lawton,473,97200,0.017801047,0.105802048,0.128919861,0.026945369,0.006834391,2018-12,2018-Q4,97200,0,2018-12
Columbia County,GA,Georgia,"Columbia County, Georgia",Augusta-Richmond County,474,194900,0.007235142,0.01881861,0.059815117,0.044596505,0.010886049,2018-12,2018-Q4,194900,0,2018-12
Strafford County,NH,New Hampshire,"Strafford County, New Hampshire",Boston-Cambridge-Newton,475,245200,0.000407997,0.00863842,0.053264605,0.060727769,0.020584685,2018-12,2018-Q4,245200,0,2018-12
Blount County,TN,Tennessee,"Blount County, Tennessee",Knoxville,476,180200,-0.000554631,0.003899721,0.053185272,0.048801473,0.018241269,2018-11,2018-Q4,180300,-0.000554631,2018-10
Washington County,TN,Tennessee,"Washington County, Tennessee",Johnson City,477,152200,0.003295979,0.011295681,0.059151009,0.039829334,0.020702778,2018-12,2018-Q4,152200,0,2018-12
Wayne County,NC,North Carolina,"Wayne County, North Carolina",Goldsboro,478,85700,-0.005800464,0.030048077,0.015402844,0.016157127,0,2008-07,2008-Q3,86800,-0.012672811,2007-11
Spotsylvania County,VA,Virginia,"Spotsylvania County, Virginia",Washington-Arlington-Alexandria,479,257700,0,0.001165501,-0.016787486,0.042682482,0.014704112,2006-05,2006-Q2,310900,-0.171116115,2005-01
Kennebec County,ME,Maine,"Kennebec County, Maine",Augusta-Waterville,480,155200,0.001936733,0.010416667,0.07702984,0.045740642,0.030881208,2018-12,2018-Q4,155200,0,2018-12
Oswego County,NY,New York,"Oswego County, New York",Syracuse,481,106400,0.026036644,0.043137255,0.071500504,0.035661981,0.022469126,2018-12,2018-Q4,106400,0,2018-12
Tangipahoa Parish,LA,Louisiana,"Tangipahoa Parish, Louisiana",Hammond,482,138400,0.006545455,0.029761905,0.082942097,0.036300019,0.011948523,2018-12,2018-Q4,138400,0,2018-12
Randall County,TX,Texas,"Randall County, Texas",Amarillo,483,170100,0.00472534,0.018562874,0.03593179,0.038680655,0.019738133,2018-12,2018-Q4,170100,0,2018-12
Pickens County,SC,South Carolina,"Pickens County, South Carolina",Greenville-Anderson-Mauldin,484,155700,0.009727626,0.029081295,0.087290503,0.053995829,0.022696626,2018-12,2018-Q4,155700,0,2018-12
Boone County,KY,Kentucky,"Boone County, Kentucky",Cincinnati,485,199800,0.009090909,0.029366306,0.102649007,0.054000589,0.020627909,2018-12,2018-Q4,199800,0,2018-12
Windham County,CT,Connecticut,"Windham County, Connecticut",Worcester,486,173700,0.005790388,0.022366098,0.049546828,0.031706583,-0.004929858,2006-05,2006-Q2,209100,-0.169296987,2004-09
Delaware County,IN,Indiana,"Delaware County, Indiana",Muncie,487,91500,-0.002181025,0.033898305,0.126847291,0.034304276,0.005403053,2018-11,2018-Q4,91700,-0.002181025,2018-11
Jasper County,MO,Missouri,"Jasper County, Missouri",Joplin,488,115900,0.012227074,0.077137546,0.163654618,0.030363769,0.016194005,2018-12,2018-Q4,115900,0,2018-12
Bossier Parish,LA,Louisiana,"Bossier Parish, Louisiana",Shreveport-Bossier City,489,163500,0.002452483,0.006153846,-0.013277007,0.014559936,0.011177373,2018-03,2018-Q1,165700,-0.013277007,2017-08
Parker County,TX,Texas,"Parker County, Texas",Dallas-Fort Worth-Arlington,490,276200,0.004363636,0.020317695,0.068058778,0.088441393,0.042995866,2018-12,2018-Q4,276200,0,2018-12
Skagit County,WA,Washington,"Skagit County, Washington",Mount Vernon-Anacortes,491,349100,-0.002856327,0.007503608,0.104397343,0.095948524,0.029985404,2018-11,2018-Q4,350100,-0.002856327,2018-10
Clarke County,GA,Georgia,"Clarke County, Georgia",Athens-Clarke County,492,174100,0.004036909,0.018128655,0.115310698,0.07161211,0.022918258,2018-12,2018-Q4,174100,0,2018-12
Linn County,OR,Oregon,"Linn County, Oregon",Albany,493,247500,0.00814664,0.029962547,0.126023658,0.099111762,0.039752849,2018-12,2018-Q4,247500,0,2018-12
Mercer County,PA,Pennsylvania,"Mercer County, Pennsylvania",Youngstown-Warren-Boardman,494,100800,0.004985045,0.027522936,0.000993049,0.022243967,0.013672783,2018-01,2018-Q1,101100,-0.002967359,2018-01
Jefferson County,NY,New York,"Jefferson County, New York",Watertown-Fort Drum,495,126800,-0.01399689,-0.073099415,-0.042296073,0.005450788,0.012307932,2018-08,2018-Q3,137400,-0.077147016,2017-03
Lycoming County,PA,Pennsylvania,"Lycoming County, Pennsylvania",Williamsport,496,145800,-0.003417635,0.00621118,0.03772242,0.023994328,0.027738433,2018-11,2018-Q4,146300,-0.003417635,2018-10
Canadian County,OK,Oklahoma,"Canadian County, Oklahoma",Oklahoma City,497,165200,0.001819284,0.006090134,0.041614124,0.031456034,0.033087151,2018-12,2018-Q4,165200,0,2018-12
Kendall County,IL,Illinois,"Kendall County, Illinois",Chicago-Naperville-Elgin,498,242200,0.004145937,0.015939597,0.07358156,0.05074304,0.009659988,2007-01,2007-Q1,253900,-0.046081134,2005-10
Harnett County,NC,North Carolina,"Harnett County, North Carolina",Dunn,499,161000,0.00625,0.022871665,0.044098573,0.03371853,0.018449994,2018-12,2018-Q4,161000,0,2018-12
La Crosse County,WI,Wisconsin,"La Crosse County, Wisconsin",La Crosse-Onalaska,500,176600,0.005122368,0.014942529,0.073556231,0.04739504,0.028450721,2018-12,2018-Q4,176600,0,2018-12
Wayne County,OH,Ohio,"Wayne County, Ohio",Wooster,501,146800,0.008934708,0.028731605,0.083394834,0.046603804,0.024447424,2018-12,2018-Q4,146800,0,2018-12
Wilson County,TN,Tennessee,"Wilson County, Tennessee",Nashville-Davidson--Murfreesboro--Franklin,502,282700,0.00390625,0.01984127,0.074088146,0.089213407,0.043767135,2018-12,2018-Q4,282700,0,2018-12
La Salle County,IL,Illinois,"La Salle County, Illinois",Ottawa-Peru,503,102200,-0.003898635,0.017928287,0.103671706,0.020144829,-0.008404355,2007-12,2007-Q4,117400,-0.129471891,2005-04
Warren County,KY,Kentucky,"Warren County, Kentucky",Bowling Green,504,181500,0.00331675,0.023688663,0.073329391,0.061928978,0.024199218,2018-12,2018-Q4,181500,0,2018-12
Kankakee County,IL,Illinois,"Kankakee County, Illinois",Kankakee,505,124000,0.006493506,0.030756442,0.092511013,0.023506305,-0.001836159,2005-12,2005-Q4,141300,-0.122434536,2005-05
Faulkner County,AR,Arkansas,"Faulkner County, Arkansas",Little Rock-North Little Rock-Conway,506,148000,0.000676133,0.011619959,0.04519774,0.029622997,0.019173282,2018-12,2018-Q4,148000,0,2018-12
Cache County,UT,Utah,"Cache County, Utah",Logan,507,260900,0.00539499,0.034086405,0.179475588,0.064582056,0.033532468,2018-12,2018-Q4,260900,0,2018-12
Saint Lawrence County,NY,New York,"Saint Lawrence County, New York",Ogdensburg-Massena,508,76200,-0.01038961,-0.070731707,0,0.011684779,0.013252889,2018-08,2018-Q3,82500,-0.076363636,2017-12
Terrebonne Parish,LA,Louisiana,"Terrebonne Parish, Louisiana",Houma-Thibodaux,509,147900,0.002711864,0.026370576,0.025658807,0.029001552,0.020615328,2016-01,2016-Q1,151000,-0.020529801,2015-11
La Porte County,IN,Indiana,"La Porte County, Indiana",Michigan City-La Porte,510,148500,0.009517335,0.03125,0.133587786,0.060896057,0.018111791,2018-12,2018-Q4,148500,0,2018-12
Allegan County,MI,Michigan,"Allegan County, Michigan",Holland,511,173400,0.004634994,0.026642984,0.057962172,0.07514828,0.033767492,2018-12,2018-Q4,173400,0,2018-12
Douglas County,KS,Kansas,"Douglas County, Kansas",Lawrence,512,207000,0.007789679,0.035517759,0.079249218,0.038586317,0.014074318,2018-12,2018-Q4,207000,0,2018-12
Macon County,IL,Illinois,"Macon County, Illinois",Decatur,513,75900,0,-0.002628121,0.069014085,0.006721035,-0.016566647,2010-02,2010-Q1,123700,-0.386418755,2006-07
Carroll County,GA,Georgia,"Carroll County, Georgia",Atlanta-Sandy Springs-Roswell,514,147700,0.008879781,0.037947997,0.123193916,0.099067012,0.028514841,2018-12,2018-Q4,147700,0,2018-12
Tom Green County,TX,Texas,"Tom Green County, Texas",San Angelo,515,144200,0.002781641,0.023420866,0.044927536,0.048675107,0.036147087,2018-12,2018-Q4,144200,0,2018-12
Missoula County,MT,Montana,"Missoula County, Montana",Missoula,516,309000,0.004878049,0.022840119,0.107923987,0.052718162,0.025080844,2018-12,2018-Q4,309000,0,2018-12
Lowndes County,GA,Georgia,"Lowndes County, Georgia",Valdosta,517,130200,0.006960557,0.034154091,0.078707539,0.019699526,-0.004568195,2008-02,2008-Q1,141000,-0.076595745,2006-05
Warren County,NJ,New Jersey,"Warren County, New Jersey",Allentown-Bethlehem-Easton,518,226300,-0.0030837,-0.004837291,0.008017817,0.026664576,-0.013634243,2006-08,2006-Q3,303100,-0.253381722,2003-09
Comal County,TX,Texas,"Comal County, Texas",San Antonio-New Braunfels,519,311300,0.00064288,0.001931123,0.086561955,0.064917434,0.038822059,2018-12,2018-Q4,311300,0,2018-12
Ontario County,NY,New York,"Ontario County, New York",Rochester,520,168300,0,0.007784431,0.074712644,0.038846539,0.021838926,2018-12,2018-Q4,168300,0,2018-12
Vigo County,IN,Indiana,"Vigo County, Indiana",Terre Haute,521,92100,0.014317181,0.082256169,0.131449631,0.028570179,0.011930376,2018-12,2018-Q4,92100,0,2018-12
Columbiana County,OH,Ohio,"Columbiana County, Ohio",Salem,522,89000,0.00792752,0.019473081,0.125158028,0.047707802,0.016991251,2018-12,2018-Q4,89000,0,2018-12
Bay County,MI,Michigan,"Bay County, Michigan",Bay City,523,90800,0,0.0248307,0.073286052,0.03925185,0.006032413,2004-08,2004-Q3,115500,-0.213852814,2004-03
Eaton County,MI,Michigan,"Eaton County, Michigan",Lansing-East Lansing,524,155500,0.004521964,0.021011162,0.088173548,0.06054571,0.023473805,2018-12,2018-Q4,155500,0,2018-12
Androscoggin County,ME,Maine,"Androscoggin County, Maine",Lewiston-Auburn,525,164200,0.000609385,0.013580247,0.044529262,0.043519204,0.026508637,2018-12,2018-Q4,164200,0,2018-12
Douglas County,OR,Oregon,"Douglas County, Oregon",Roseburg,526,198900,0.006069803,0.022096608,0.122460497,0.078994361,0.020104628,2018-12,2018-Q4,198900,0,2018-12
Sumter County,SC,South Carolina,"Sumter County, South Carolina",Sumter,527,75200,0.013477089,0.062146893,0.263865546,0.05735571,0.014527177,2018-12,2018-Q4,75200,0,2018-12
Navajo County,AZ,Arizona,"Navajo County, Arizona",Show Low,528,196100,0.00719055,0.029936975,0.106659142,0.073581401,0.005898286,2007-06,2007-Q2,229100,-0.144041903,2006-06
Brunswick County,NC,North Carolina,"Brunswick County, North Carolina",Myrtle Beach-Conway-North Myrtle Beach,529,239300,-0.003746878,0.003354298,0.102257024,0.045901925,0.000966252,2006-09,2006-Q3,273900,-0.126323476,2005-10
Ascension Parish,LA,Louisiana,"Ascension Parish, Louisiana",Baton Rouge,530,204800,0.002938296,0.011358025,0.025538307,0.03624829,0.008381584,2018-12,2018-Q4,204800,0,2018-12
Saline County,AR,Arkansas,"Saline County, Arkansas",Little Rock-North Little Rock-Conway,531,153900,-0.001297859,-0.001945525,-0.015355086,0.033377708,0.017412069,2018-01,2018-Q1,156400,-0.015984655,2017-10
Henderson County,NC,North Carolina,"Henderson County, North Carolina",Asheville,532,255400,0.00789266,0.028594442,0.120666959,0.080898129,0.02735048,2018-12,2018-Q4,255400,0,2018-12
Fayette County,GA,Georgia,"Fayette County, Georgia",Atlanta-Sandy Springs-Roswell,533,284000,0.008880995,0.033478894,0.094834233,0.076333767,0.021669369,2018-12,2018-Q4,284000,0,2018-12
Allen County,OH,Ohio,"Allen County, Ohio",Lima,534,96500,0.007306889,0.040992449,0.055798687,0.039779767,0.013008632,2018-12,2018-Q4,96500,0,2018-12
Hardin County,KY,Kentucky,"Hardin County, Kentucky",Elizabethtown-Fort Knox,535,147000,0,0.004098361,0.040339703,0.045817473,0.019486482,2018-12,2018-Q4,147000,0,2018-12
DeKalb County,IL,Illinois,"DeKalb County, Illinois",Chicago-Naperville-Elgin,536,167000,0.006024096,0.023284314,0.068458093,0.045796156,-0.003868497,2007-02,2007-Q1,194000,-0.139175258,2003-07
Saint Marys County,MD,Maryland,"Saint Marys County, Maryland",California-Lexington Park,537,275900,0,0.004368402,0.024888559,0.01366338,-0.00365853,2006-11,2006-Q4,335900,-0.178624591,2005-04
Etowah County,AL,Alabama,"Etowah County, Alabama",Gadsden,538,103100,0.003894839,0.021803766,0.139226519,0.043072361,0.002557431,2008-06,2008-Q2,105100,-0.019029496,2008-03
Bonneville County,ID,Idaho,"Bonneville County, Idaho",Idaho Falls,539,202300,0.009985022,0.041173443,0.132698768,0.066528297,0.021023721,2018-12,2018-Q4,202300,0,2018-12
Craven County,NC,North Carolina,"Craven County, North Carolina",New Bern,540,146300,0.002741604,0.01105736,0.050251256,0.019398216,-0.002826376,2007-07,2007-Q3,156900,-0.067558955,2006-08
Kaufman County,TX,Texas,"Kaufman County, Texas",Dallas-Fort Worth-Arlington,541,204600,0.001468429,0.004911591,0.097050938,0.094105052,0.042531937,2018-12,2018-Q4,204600,0,2018-12
Whitfield County,GA,Georgia,"Whitfield County, Georgia",Dalton,542,124100,0.009764036,0.066151203,0.055272109,0.061457061,,2018-12,2018-Q4,124100,0,2018-12
Miami County,OH,Ohio,"Miami County, Ohio",Dayton,543,141300,0.004978663,0.019480519,0.095348837,0.047387315,0.021970053,2018-12,2018-Q4,141300,0,2018-12
Cowlitz County,WA,Washington,"Cowlitz County, Washington",Longview,544,264000,0.016557566,0.062801932,0.298573537,0.107426552,0.038466605,2018-12,2018-Q4,264000,0,2018-12
Walworth County,WI,Wisconsin,"Walworth County, Wisconsin",Whitewater-Elkhorn,545,212300,-0.002349624,0.014818356,0.098292809,0.051194059,0.011853899,2018-11,2018-Q4,212800,-0.002349624,2018-11
Woodbury County,IA,Iowa,"Woodbury County, Iowa",Sioux City,546,116900,0.004295533,0.014756944,0.083410565,0.055577031,0.031895371,2018-12,2018-Q4,116900,0,2018-12
Fond du Lac County,WI,Wisconsin,"Fond du Lac County, Wisconsin",Fond du Lac,547,151400,0.01406564,0.070721358,0.123145401,0.043272974,0.017329338,2018-12,2018-Q4,151400,0,2018-12
Tompkins County,NY,New York,"Tompkins County, New York",Ithaca,548,203000,0.000492854,-0.005389515,0.004453241,0.029189705,0.024088774,2018-03,2018-Q1,206700,-0.017900339,2018-01
Houston County,AL,Alabama,"Houston County, Alabama",Dothan,549,137400,0.006593407,0.025373134,0.0692607,0.028481493,-0.004056481,2008-09,2008-Q3,144300,-0.047817048,2006-12
Ashtabula County,OH,Ohio,"Ashtabula County, Ohio",Ashtabula,550,93600,0.005370569,0.017391304,0.074626866,0.024576201,0.005732208,2006-05,2006-Q2,94800,-0.012658228,2005-11
Franklin County,MO,Missouri,"Franklin County, Missouri",St. Louis,551,164700,0.008573178,0.044388079,0.139004149,0.04573481,0.017109896,2018-12,2018-Q4,164700,0,2018-12
Adams County,PA,Pennsylvania,"Adams County, Pennsylvania",Gettysburg,552,201600,0.002985075,0.01715439,0.102844639,0.039374127,0.00019863,2007-05,2007-Q2,227500,-0.113846154,2005-11
Cecil County,MD,Maryland,"Cecil County, Maryland",Philadelphia-Camden-Wilmington,553,227900,0.003080986,0.014692787,0.068949343,0.026873054,-0.000437733,2007-05,2007-Q2,257700,-0.115638339,2005-07
Pennington County,SD,South Dakota,"Pennington County, South Dakota",Rapid City,554,212700,0.007579346,0.020143885,0.061377246,0.037664707,0.025967883,2018-12,2018-Q4,212700,0,2018-12
Bartow County,GA,Georgia,"Bartow County, Georgia",Atlanta-Sandy Springs-Roswell,555,169600,0.00952381,0.038579302,0.135207497,0.092245388,0.02838038,2003-07,2003-Q3,186000,-0.088172043,
Newton County,GA,Georgia,"Newton County, Georgia",Atlanta-Sandy Springs-Roswell,556,153000,0.016611296,0.059556787,0.141791045,0.115202058,0.024677558,2018-12,2018-Q4,153000,0,2018-12
Lenawee County,MI,Michigan,"Lenawee County, Michigan",Adrian,557,132500,0.004548901,0.023956723,0.129582268,0.06835549,,2018-12,2018-Q4,132500,0,2018-12
Hanover County,VA,Virginia,"Hanover County, Virginia",Richmond,558,275400,0.004010208,0.006946984,0.050743991,0.038134364,0.008759084,2018-12,2018-Q4,275400,0,2018-12
Putnam County,NY,New York,"Putnam County, New York",New York-Newark-Jersey City,559,351200,0.005151689,0.018856977,0.06231095,0.036194864,-0.003955833,2005-12,2005-Q4,419400,-0.162613257,2004-02
Cass County,MO,Missouri,"Cass County, Missouri",Kansas City,560,196300,0.003065917,0.022395833,0.105292793,0.053177406,0.021748335,2018-12,2018-Q4,196300,0,2018-12
Yamhill County,OR,Oregon,"Yamhill County, Oregon",Portland-Vancouver-Hillsboro,561,325500,0.005560704,0.021978022,0.107519564,0.106774092,0.039856397,2018-12,2018-Q4,325500,0,2018-12
Steuben County,NY,New York,"Steuben County, New York",Corning,562,94000,0,-0.021852237,0.006423983,0.015364417,0.020281827,2018-09,2018-Q3,96100,-0.021852237,2018-01
Albemarle County,VA,Virginia,"Albemarle County, Virginia",Charlottesville,563,329600,0,0.00365408,0.079947575,0.041702982,0.009084754,2006-01,2006-Q1,387600,-0.149638803,
Bradley County,TN,Tennessee,"Bradley County, Tennessee",Cleveland,564,151400,0.00464499,0.030633084,0.103498542,0.055257635,0.026814457,2018-12,2018-Q4,151400,0,2018-12
Highlands County,FL,Florida,"Highlands County, Florida",Sebring,565,133700,0.004507889,0.031635802,0.110465116,0.126810068,0.014040193,2006-07,2006-Q3,171100,-0.218585622,2005-06
Nevada County,CA,California,"Nevada County, California",Truckee-Grass Valley,566,458400,0.005263158,0.019119609,0.083175803,0.068651617,0.021820877,2006-06,2006-Q2,497100,-0.077851539,2005-05
Eau Claire County,WI,Wisconsin,"Eau Claire County, Wisconsin",Eau Claire,567,166800,0.003610108,0.017693716,0.076129032,0.059732594,0.030178481,2018-12,2018-Q4,166800,0,2018-12
Wicomico County,MD,Maryland,"Wicomico County, Maryland",Salisbury,568,154000,0.005221932,0.022576361,0.089879689,0.029599998,-0.003752543,2007-06,2007-Q2,186800,-0.175588865,2005-05
Madison County,TN,Tennessee,"Madison County, Tennessee",Jackson,569,112300,0.004472272,0.027447392,0.09454191,0.044109952,0.015173478,2018-12,2018-Q4,112300,0,2018-12
Cleveland County,NC,North Carolina,"Cleveland County, North Carolina",Shelby,570,100000,0.009081736,0.044932079,0.104972376,0.039224102,0.00826348,2018-12,2018-Q4,100000,0,2018-12
Fairbanks North Star Borough,AK,Alaska,"Fairbanks North Star Borough, Alaska",Fairbanks,571,253800,0.001973944,-0.00859375,0.018050542,0.011412898,0.005480806,2018-08,2018-Q3,256100,-0.008980867,2018-06
