Geography,County,State,Latitude,Longitude
"Buena Vista County, Iowa",Buena Vista County,Iowa,42.6705452,-95.1432068
"Butler County, Iowa",Butler County,Iowa,42.7502186,-92.8577105
"Calhoun County, Iowa",Calhoun County,Iowa,42.3785903,-94.645035
"Carroll County, Iowa",Carroll County,Iowa,42.0566912,-94.81059549999999
"Cass County, Iowa",Cass County,Iowa,41.2538068,-94.976654
"Cedar County, Iowa",Cedar County,Iowa,41.8346154,-91.13530200000001
"Cerro Gordo County, Iowa",Cerro Gordo County,Iowa,43.1543186,-93.20296750000001
"Cherokee County, Iowa",Cherokee County,Iowa,42.8027756,-95.6457951
"Chickasaw County, Iowa",Chickasaw County,Iowa,43.0724667,-92.38136209999999
"Clarke County, Iowa",Clarke County,Iowa,41.01778360000001,-93.7841503
"Clay County, Iowa",Clay County,Iowa,43.1368038,-95.1432068
"Clayton County, Iowa",Clayton County,Iowa,42.7785285,-91.28910359999999
"Clinton County, Iowa",Clinton County,Iowa,41.878563,-90.563609
"Crawford County, Iowa",Crawford County,Iowa,42.034686,-95.3102505
"Dallas County, Iowa",Dallas County,Iowa,41.6120022,-93.9878427
"Davis County, Iowa",Davis County,Iowa,40.6913838,-92.38136209999999
"Decatur County, Iowa",Decatur County,Iowa,40.8146492,-93.8248241
"Delaware County, Iowa",Delaware County,Iowa,42.4634009,-91.44346900000001
"Des Moines County, Iowa",Des Moines County,Iowa,40.9123374,-91.17369939999999
"Dickinson County, Iowa",Dickinson County,Iowa,43.4049388,-95.18492189999999
"Dubuque County, Iowa",Dubuque County,Iowa,42.4694679,-90.8294002
"Emmet County, Iowa",Emmet County,Iowa,43.34943,-94.6863782
"Fayette County, Iowa",Fayette County,Iowa,42.9258199,-91.9099238
"Floyd County, Iowa",Floyd County,Iowa,43.0615947,-92.8577105
"Franklin County, Iowa",Franklin County,Iowa,42.7372361,-93.33889169999999
"Fremont County, Iowa",Fremont County,Iowa,40.7400403,-95.6457951
"Greene County, Iowa",Greene County,Iowa,42.0700527,-94.479976
"Grundy County, Iowa",Grundy County,Iowa,42.4369506,-92.8577105
"Guthrie County, Iowa",Guthrie County,Iowa,41.7530909,-94.479976
"Hamilton County, Iowa",Hamilton County,Iowa,42.4141275,-93.66232389999999
"Hancock County, Iowa",Hancock County,Iowa,43.0387322,-93.66232389999999
"Hardin County, Iowa",Hardin County,Iowa,42.4285425,-93.17796589999999
"Harrison County, Iowa",Harrison County,Iowa,41.6933855,-95.81428849999999
"Henry County, Iowa",Henry County,Iowa,41.0283603,-91.5983959
"Howard County, Iowa",Howard County,Iowa,43.3819496,-92.38136209999999
"Humboldt County, Iowa",Humboldt County,Iowa,42.7482597,-94.19234000000002
"Ida County, Iowa",Ida County,Iowa,42.3418685,-95.4777811
"Iowa County, Iowa",Iowa County,Iowa,41.6624604,-92.0665197
"Jackson County, Iowa",Jackson County,Iowa,42.1560699,-90.52578229999999
"Jasper County, Iowa",Jasper County,Iowa,41.6414924,-93.0175712
"Jefferson County, Iowa",Jefferson County,Iowa,41.0236358,-91.9099238
"Johnson County, Iowa",Johnson County,Iowa,41.6698982,-91.5983959
"Jones County, Iowa",Jones County,Iowa,42.1516737,-91.13530200000001
"Keokuk County, Iowa",Keokuk County,Iowa,41.3397063,-92.2236667
"Kossuth County, Iowa",Kossuth County,Iowa,43.25133839999999,-94.2333355
"Lee County, Iowa",Lee County,Iowa,40.70686630000001,-91.44346900000001
"Linn County, Iowa",Linn County,Iowa,42.0659844,-91.67606909999999
"Louisa County, Iowa",Louisa County,Iowa,41.19330009999999,-91.28910359999999
"Lucas County, Iowa",Lucas County,Iowa,40.9912021,-93.33889169999999
"Lyon County, Iowa",Lyon County,Iowa,43.3954333,-96.15269850000001
"Madison County, Iowa",Madison County,Iowa,41.2922367,-93.9878427
"Mahaska County, Iowa",Mahaska County,Iowa,41.32958800000001,-92.6983868
"Marion County, Iowa",Marion County,Iowa,41.3173818,-93.17796589999999
"Marshall County, Iowa",Marshall County,Iowa,42.0407088,-92.9375739
"Mills County, Iowa",Mills County,Iowa,41.0624496,-95.6457951
"Mitchell County, Iowa",Mitchell County,Iowa,43.37107020000001,-92.8577105
"Monona County, Iowa",Monona County,Iowa,42.001594,-95.9832577
"Monroe County, Iowa",Monroe County,Iowa,41.0040981,-92.8577105
"Montgomery County, Iowa",Montgomery County,Iowa,41.0438839,-95.18492189999999
"Muscatine County, Iowa",Muscatine County,Iowa,41.5156913,-91.13530200000001
"O'Brien County, Iowa",O'Brien County,Iowa,43.1131245,-95.6457951
"Osceola County, Iowa",Osceola County,Iowa,43.3851953,-95.6037465
"Page County, Iowa",Page County,Iowa,40.7635099,-95.1432068
"Palo Alto County, Iowa",Palo Alto County,Iowa,43.1580878,-94.645035
"Plymouth County, Iowa",Plymouth County,Iowa,42.776665,-96.15269850000001
"Pocahontas County, Iowa",Pocahontas County,Iowa,42.6918039,-94.645035
"Polk County, Iowa",Polk County,Iowa,41.6278423,-93.5003454
"Pottawattamie County, Iowa",Pottawattamie County,Iowa,41.3911501,-95.4777811
"Poweshiek County, Iowa",Poweshiek County,Iowa,41.6530119,-92.539603
"Ringgold County, Iowa",Ringgold County,Iowa,40.7973811,-94.315422
"Sac County, Iowa",Sac County,Iowa,42.3573517,-95.1432068
"Scott County, Iowa",Scott County,Iowa,41.6393199,-90.6393702
"Shelby County, Iowa",Shelby County,Iowa,41.7177667,-95.3102505
"Sioux County, Iowa",Sioux County,Iowa,43.08699360000001,-96.15269850000001
"Story County, Iowa",Story County,Iowa,42.1040438,-93.5003454
"Tama County, Iowa",Tama County,Iowa,42.1292592,-92.539603
"Taylor County, Iowa",Taylor County,Iowa,40.7846069,-94.645035
"Union County, Iowa",Union County,Iowa,41.0006855,-94.27436279999999
"Van Buren County, Iowa",Van Buren County,Iowa,40.7001158,-91.9099238
"Wapello County, Iowa",Wapello County,Iowa,41.0148894,-92.38136209999999
"Warren County, Iowa",Warren County,Iowa,41.30805489999999,-93.5003454
"Washington County, Iowa",Washington County,Iowa,41.3477966,-91.7538817
"Wayne County, Iowa",Wayne County,Iowa,40.6677356,-93.33889169999999
"Webster County, Iowa",Webster County,Iowa,42.3974963,-94.15137639999999
"Winnebago County, Iowa",Winnebago County,Iowa,43.3481922,-93.66232389999999
"Winneshiek County, Iowa",Winneshiek County,Iowa,43.2362611,-91.9099238
"Woodbury County, Iowa",Woodbury County,Iowa,42.3166158,-95.9832577
"Worth County, Iowa",Worth County,Iowa,43.3580686,-93.33889169999999
"Wright County, Iowa",Wright County,Iowa,42.7273744,-93.66232389999999
"Allen County, Kansas",Allen County,Kansas,37.9435853,-95.3102505
"Anderson County, Kansas",Anderson County,Kansas,38.2809328,-95.3102505
"Atchison County, Kansas",Atchison County,Kansas,39.5701137,-95.35208759999999
"Barber County, Kansas",Barber County,Kansas,37.2299788,-98.7481167
"Barton County, Kansas",Barton County,Kansas,38.3613844,-98.7651482
"Bourbon County, Kansas",Bourbon County,Kansas,37.7957092,-94.81059549999999
"Brown County, Kansas",Brown County,Kansas,39.770047,-95.4777811
"Butler County, Kansas",Butler County,Kansas,37.8649441,-96.83509989999999
"Chase County, Kansas",Chase County,Kansas,38.3007661,-96.57833869999999
"Chautauqua County, Kansas",Chautauqua County,Kansas,37.1738044,-96.2800864
"Cherokee County, Kansas",Cherokee County,Kansas,37.1142482,-94.81059549999999
"Cheyenne County, Kansas",Cheyenne County,Kansas,39.7877848,-101.7979613
"Clark County, Kansas",Clark County,Kansas,37.3158895,-99.8124935
"Clay County, Kansas",Clay County,Kansas,39.34791999999999,-97.179026
"Cloud County, Kansas",Cloud County,Kansas,39.4795571,-97.69822719999999
"Coffey County, Kansas",Coffey County,Kansas,38.2570639,-95.81428849999999
"Comanche County, Kansas",Comanche County,Kansas,37.1894543,-99.2785583
"Cowley County, Kansas",Cowley County,Kansas,37.2660235,-96.9209135
"Crawford County, Kansas",Crawford County,Kansas,37.45579900000001,-94.81059549999999
"Decatur County, Kansas",Decatur County,Kansas,39.74803680000001,-100.5296115
"Dickinson County, Kansas",Dickinson County,Kansas,38.85059770000001,-97.179026
"Doniphan County, Kansas",Doniphan County,Kansas,39.8245628,-95.18492189999999
"Douglas County, Kansas",Douglas County,Kansas,38.9107835,-95.26844369999999
"Edwards County, Kansas",Edwards County,Kansas,37.865958,-99.2785583
"Elk County, Kansas",Elk County,Kansas,37.3936365,-96.15269850000001
"Ellis County, Kansas",Ellis County,Kansas,38.8683549,-99.2785583
"Ellsworth County, Kansas",Ellsworth County,Kansas,38.615225,-98.2212979
"Finney County, Kansas",Finney County,Kansas,38.0625252,-100.8903099
"Ford County, Kansas",Ford County,Kansas,37.6540069,-99.8124935
"Franklin County, Kansas",Franklin County,Kansas,38.6165913,-95.3102505
"Geary County, Kansas",Geary County,Kansas,38.9984685,-96.79223549999999
"Gove County, Kansas",Gove County,Kansas,38.9271279,-100.5296115
"Graham County, Kansas",Graham County,Kansas,39.3198302,-99.8124935
"Grant County, Kansas",Grant County,Kansas,37.5245985,-101.2523792
"Gray County, Kansas",Gray County,Kansas,37.6840811,-100.439656
"Greeley County, Kansas",Greeley County,Kansas,38.4738028,-101.7979613
"Greenwood County, Kansas",Greenwood County,Kansas,37.9025905,-96.15269850000001
"Hamilton County, Kansas",Hamilton County,Kansas,37.9741668,-101.7979613
"Harper County, Kansas",Harper County,Kansas,37.1096002,-98.04651849999999
"Harvey County, Kansas",Harvey County,Kansas,38.0025215,-97.35165579999999
"Haskell County, Kansas",Haskell County,Kansas,37.5588285,-100.8903099
"Hodgeman County, Kansas",Hodgeman County,Kansas,38.1429747,-99.99122539999999
"Jackson County, Kansas",Jackson County,Kansas,39.4241422,-95.81428849999999
"Jefferson County, Kansas",Jefferson County,Kansas,39.2827652,-95.3102505
"Jewell County, Kansas",Jewell County,Kansas,39.7720227,-98.2212979
"Johnson County, Kansas",Johnson County,Kansas,38.845412,-94.8520636
"Kearny County, Kansas",Kearny County,Kansas,38.0281402,-101.2523792
"Kingman County, Kansas",Kingman County,Kansas,37.6071593,-98.2212979
"Kiowa County, Kansas",Kiowa County,Kansas,37.52851649999999,-99.2785583
"Labette County, Kansas",Labette County,Kansas,37.2639041,-95.3102505
"Lane County, Kansas",Lane County,Kansas,38.4294888,-100.5296115
"Leavenworth County, Kansas",Leavenworth County,Kansas,39.1713075,-95.01824599999999
"Lincoln County, Kansas",Lincoln County,Kansas,39.1135788,-98.2212979
"Linn County, Kansas",Linn County,Kansas,38.1339574,-94.81059549999999
"Logan County, Kansas",Logan County,Kansas,38.9504774,-101.1617356
"Lyon County, Kansas",Lyon County,Kansas,38.4078037,-96.15269850000001
"McPherson County, Kansas",McPherson County,Kansas,38.3164433,-97.69822719999999
"Marion County, Kansas",Marion County,Kansas,38.349424,-97.179026
"Marshall County, Kansas",Marshall County,Kansas,39.717719,-96.49297969999999
"Meade County, Kansas",Meade County,Kansas,37.2698449,-100.3497895
"Miami County, Kansas",Miami County,Kansas,38.6381689,-94.81059549999999
"Mitchell County, Kansas",Mitchell County,Kansas,39.443669,-98.2212979
"Montgomery County, Kansas",Montgomery County,Kansas,37.240253,-95.81428849999999
"Morris County, Kansas",Morris County,Kansas,38.7144832,-96.663812
"Morton County, Kansas",Morton County,Kansas,37.1333387,-101.7979613
"Nemaha County, Kansas",Nemaha County,Kansas,39.7451077,-95.9832577
"Neosho County, Kansas",Neosho County,Kansas,37.6045688,-95.3102505
"Ness County, Kansas",Ness County,Kansas,38.4769509,-99.99122539999999
"Norton County, Kansas",Norton County,Kansas,39.7959566,-99.99122539999999
"Osage County, Kansas",Osage County,Kansas,38.6009003,-95.6457951
"Osborne County, Kansas",Osborne County,Kansas,39.4051157,-98.7481167
"Ottawa County, Kansas",Ottawa County,Kansas,39.14938360000001,-97.69822719999999
"Pawnee County, Kansas",Pawnee County,Kansas,38.2017581,-99.2785583
"Phillips County, Kansas",Phillips County,Kansas,39.766638,-99.3673084
"Pottawatomie County, Kansas",Pottawatomie County,Kansas,39.3976344,-96.3226072
"Pratt County, Kansas",Pratt County,Kansas,37.5691719,-98.7481167
"Rawlins County, Kansas",Rawlins County,Kansas,39.8600904,-101.0711758
"Reno County, Kansas",Reno County,Kansas,37.9569553,-98.04651849999999
"Republic County, Kansas",Republic County,Kansas,39.807989,-97.69822719999999
"Rice County, Kansas",Rice County,Kansas,38.2808698,-98.2212979
"Riley County, Kansas",Riley County,Kansas,39.3686475,-96.83509989999999
"Rooks County, Kansas",Rooks County,Kansas,39.3638509,-99.2785583
"Rush County, Kansas",Rush County,Kansas,38.5358968,-99.2785583
"Russell County, Kansas",Russell County,Kansas,38.9094717,-98.7481167
"Saline County, Kansas",Saline County,Kansas,38.8174853,-97.69822719999999
"Scott County, Kansas",Scott County,Kansas,38.562531,-100.8903099
"Sedgwick County, Kansas",Sedgwick County,Kansas,37.6537367,-97.5247243
"Seward County, Kansas",Seward County,Kansas,37.221014,-100.8903099
"Shawnee County, Kansas",Shawnee County,Kansas,39.0928449,-95.81428849999999
"Sheridan County, Kansas",Sheridan County,Kansas,39.3470831,-100.439656
"Sherman County, Kansas",Sherman County,Kansas,39.29821889999999,-101.7979613
"Smith County, Kansas",Smith County,Kansas,39.7333849,-98.7481167
"Stafford County, Kansas",Stafford County,Kansas,38.0749046,-98.7481167
"Stanton County, Kansas",Stanton County,Kansas,37.6390381,-101.7979613
"Stevens County, Kansas",Stevens County,Kansas,37.186894,-101.2523792
"Sumner County, Kansas",Sumner County,Kansas,37.2236052,-97.6114217
"Thomas County, Kansas",Thomas County,Kansas,39.3702882,-101.0711758
"Trego County, Kansas",Trego County,Kansas,38.9900316,-99.8124935
"Wabaunsee County, Kansas",Wabaunsee County,Kansas,38.9092089,-96.15269850000001
"Wallace County, Kansas",Wallace County,Kansas,38.9697127,-101.7979613
"Washington County, Kansas",Washington County,Kansas,39.8413319,-97.179026
"Wichita County, Kansas",Wichita County,Kansas,38.5102583,-101.4339148
"Wilson County, Kansas",Wilson County,Kansas,37.5808413,-95.81428849999999
"Woodson County, Kansas",Woodson County,Kansas,37.9197853,-95.81428849999999
"Wyandotte County, Kansas",Wyandotte County,Kansas,39.0986811,-94.7691586
"Adair County, Kentucky",Adair County,Kentucky,37.076403,-85.31362179999999
"Allen County, Kentucky",Allen County,Kentucky,36.7650471,-86.21584969999999
"Anderson County, Kentucky",Anderson County,Kentucky,37.998648,-84.981754
"Ballard County, Kentucky",Ballard County,Kentucky,37.0359869,-89.0179332
"Barren County, Kentucky",Barren County,Kentucky,36.9676836,-85.84862360000001
"Bath County, Kentucky",Bath County,Kentucky,38.1068164,-83.7199136
"Bell County, Kentucky",Bell County,Kentucky,36.741122,-83.63484299999999
"Boone County, Kentucky",Boone County,Kentucky,38.9940572,-84.7315563
"Bourbon County, Kentucky",Bourbon County,Kentucky,38.2170752,-84.2278796
"Boyd County, Kentucky",Boyd County,Kentucky,38.3833265,-82.6915429
"Boyle County, Kentucky",Boyle County,Kentucky,37.6526034,-84.8150781
"Bracken County, Kentucky",Bracken County,Kentucky,38.7117016,-84.05902900000001
"Breathitt County, Kentucky",Breathitt County,Kentucky,37.5359616,-83.33618799999999
"Breckinridge County, Kentucky",Breckinridge County,Kentucky,37.7982002,-86.4592091
"Bullitt County, Kentucky",Bullitt County,Kentucky,37.9842107,-85.684578
"Butler County, Kentucky",Butler County,Kentucky,37.2086395,-86.7013894
"Caldwell County, Kentucky",Caldwell County,Kentucky,37.1501019,-87.89424509999999
"Calloway County, Kentucky",Calloway County,Kentucky,36.6402766,-88.28504199999999
"Campbell County, Kentucky",Campbell County,Kentucky,38.8951891,-84.3962535
"Carlisle County, Kentucky",Carlisle County,Kentucky,36.8206685,-88.9796776
"Carroll County, Kentucky",Carroll County,Kentucky,38.6748355,-85.0649071
"Carter County, Kentucky",Carter County,Kentucky,38.3204714,-83.03613759999999
"Casey County, Kentucky",Casey County,Kentucky,37.3157449,-84.8984775
"Christian County, Kentucky",Christian County,Kentucky,36.8410586,-87.460397
"Clark County, Kentucky",Clark County,Kentucky,37.959945,-84.14351359999999
"Clay County, Kentucky",Clay County,Kentucky,37.1738044,-83.7199136
"Clinton County, Kentucky",Clinton County,Kentucky,36.7263899,-85.14793639999999
"Crittenden County, Kentucky",Crittenden County,Kentucky,37.3673645,-88.0900762
"Cumberland County, Kentucky",Cumberland County,Kentucky,36.7776446,-85.35496499999999
"Daviess County, Kentucky",Daviess County,Kentucky,37.7307984,-87.10237459999999
"Edmonson County, Kentucky",Edmonson County,Kentucky,37.1941682,-86.21584969999999
"Elliott County, Kentucky",Elliott County,Kentucky,38.1575088,-83.12200740000002
"Estill County, Kentucky",Estill County,Kentucky,37.6975384,-83.9744262
"Fayette County, Kentucky",Fayette County,Kentucky,38.06064780000001,-84.4802606
"Fleming County, Kentucky",Fleming County,Kentucky,38.3987633,-83.67739279999999
"Floyd County, Kentucky",Floyd County,Kentucky,37.5455463,-82.7778579
"Franklin County, Kentucky",Franklin County,Kentucky,38.2481018,-84.8984775
"Fulton County, Kentucky",Fulton County,Kentucky,36.5630482,-89.1324866
"Gallatin County, Kentucky",Gallatin County,Kentucky,38.7295069,-84.87763919999999
"Garrard County, Kentucky",Garrard County,Kentucky,37.6413234,-84.56414699999999
"Grant County, Kentucky",Grant County,Kentucky,38.6565245,-84.6479124
"Graves County, Kentucky",Graves County,Kentucky,36.6887728,-88.7108964
"Grayson County, Kentucky",Grayson County,Kentucky,37.4554962,-86.3782198
"Green County, Kentucky",Green County,Kentucky,37.2570117,-85.56121
"Greenup County, Kentucky",Greenup County,Kentucky,38.5665695,-82.95015579999999
"Hancock County, Kentucky",Hancock County,Kentucky,37.8280909,-86.761749
"Hardin County, Kentucky",Hardin County,Kentucky,37.6565708,-86.0121573
"Harlan County, Kentucky",Harlan County,Kentucky,36.8890304,-83.2077645
"Harrison County, Kentucky",Harrison County,Kentucky,38.4333045,-84.3542049
"Hart County, Kentucky",Hart County,Kentucky,37.3101304,-85.84862360000001
"Henderson County, Kentucky",Henderson County,Kentucky,37.7415161,-87.5791287
"Henry County, Kentucky",Henry County,Kentucky,38.4268385,-85.14793639999999
"Hickman County, Kentucky",Hickman County,Kentucky,36.6482184,-88.9796776
"Hopkins County, Kentucky",Hopkins County,Kentucky,37.3153093,-87.5791287
"Jackson County, Kentucky",Jackson County,Kentucky,37.4023274,-84.01674229999999
"Jefferson County, Kentucky",Jefferson County,Kentucky,38.1938097,-85.64348700000001
"Jessamine County, Kentucky",Jessamine County,Kentucky,37.895573,-84.56414699999999
"Johnson County, Kentucky",Johnson County,Kentucky,37.8048335,-82.8640623
"Kenton County, Kentucky",Kenton County,Kentucky,38.9863872,-84.56414699999999
"Knott County, Kentucky",Knott County,Kentucky,37.3461117,-82.99316069999999
"Knox County, Kentucky",Knox County,Kentucky,36.9260578,-83.8897057
"Larue County, Kentucky",Larue County,Kentucky,37.5189552,-85.7256372
"Laurel County, Kentucky",Laurel County,Kentucky,37.0693489,-84.1857115
"Lawrence County, Kentucky",Lawrence County,Kentucky,38.05267500000001,-82.7778579
"Lee County, Kentucky",Lee County,Kentucky,37.599443,-83.7199136
"Leslie County, Kentucky",Leslie County,Kentucky,37.0698286,-83.3789389
"Letcher County, Kentucky",Letcher County,Kentucky,37.12535099999999,-82.8640623
"Lewis County, Kentucky",Lewis County,Kentucky,38.5079686,-83.3789389
"Lincoln County, Kentucky",Lincoln County,Kentucky,37.4751264,-84.6479124
"Livingston County, Kentucky",Livingston County,Kentucky,37.2431347,-88.362785
"Logan County, Kentucky",Logan County,Kentucky,36.869834,-86.86218269999999
"Lyon County, Kentucky",Lyon County,Kentucky,37.0247261,-88.0900762
"McCracken County, Kentucky",McCracken County,Kentucky,37.03306070000001,-88.7108964
"McCreary County, Kentucky",McCreary County,Kentucky,36.6973499,-84.4802606
"McLean County, Kentucky",McLean County,Kentucky,37.5644352,-87.2618328
"Madison County, Kentucky",Madison County,Kentucky,37.7143001,-84.3121264
"Magoffin County, Kentucky",Magoffin County,Kentucky,37.730555,-83.03613759999999
"Marion County, Kentucky",Marion County,Kentucky,37.585137,-85.2308414
"Marshall County, Kentucky",Marshall County,Kentucky,36.8573767,-88.4016041
"Martin County, Kentucky",Martin County,Kentucky,37.7833756,-82.5185837
"Mason County, Kentucky",Mason County,Kentucky,38.6194103,-83.8897057
"Meade County, Kentucky",Meade County,Kentucky,37.9601502,-86.21584969999999
"Menifee County, Kentucky",Menifee County,Kentucky,37.9335368,-83.63484299999999
"Mercer County, Kentucky",Mercer County,Kentucky,37.8258603,-84.8984775
"Metcalfe County, Kentucky",Metcalfe County,Kentucky,37.0032438,-85.64348700000001
"Monroe County, Kentucky",Monroe County,Kentucky,36.7484915,-85.7256372
"Montgomery County, Kentucky",Montgomery County,Kentucky,38.0314578,-83.8897057
"Morgan County, Kentucky",Morgan County,Kentucky,37.9145713,-83.2934086
"Muhlenberg County, Kentucky",Muhlenberg County,Kentucky,37.17725009999999,-87.14228949999999
"Nelson County, Kentucky",Nelson County,Kentucky,37.7647455,-85.47880649999999
"Nicholas County, Kentucky",Nicholas County,Kentucky,38.37676250000001,-84.05902900000001
"Ohio County, Kentucky",Ohio County,Kentucky,37.5108523,-86.8220341
"Oldham County, Kentucky",Oldham County,Kentucky,38.3560025,-85.47880649999999
"Owen County, Kentucky",Owen County,Kentucky,38.4965261,-84.8150781
"Owsley County, Kentucky",Owsley County,Kentucky,37.4294933,-83.7199136
"Pendleton County, Kentucky",Pendleton County,Kentucky,38.7283386,-84.3962535
"Perry County, Kentucky",Perry County,Kentucky,37.3160706,-83.2077645
"Pike County, Kentucky",Pike County,Kentucky,37.4842087,-82.4752757
"Powell County, Kentucky",Powell County,Kentucky,37.8380647,-83.8260884
"Pulaski County, Kentucky",Pulaski County,Kentucky,37.0853508,-84.5222189
"Robertson County, Kentucky",Robertson County,Kentucky,38.5224338,-84.0378894
"Rockcastle County, Kentucky",Rockcastle County,Kentucky,37.3743065,-84.3121264
"Rowan County, Kentucky",Rowan County,Kentucky,38.177068,-83.46435509999999
"Russell County, Kentucky",Russell County,Kentucky,36.9806476,-85.0649071
"Scott County, Kentucky",Scott County,Kentucky,38.3172361,-84.56414699999999
"Shelby County, Kentucky",Shelby County,Kentucky,38.1778076,-85.2308414
"Simpson County, Kentucky",Simpson County,Kentucky,36.7772014,-86.6207943
"Spencer County, Kentucky",Spencer County,Kentucky,38.0123167,-85.31362179999999
"Taylor County, Kentucky",Taylor County,Kentucky,37.332884,-85.31362179999999
"Todd County, Kentucky",Todd County,Kentucky,36.8338638,-87.14228949999999
"Trigg County, Kentucky",Trigg County,Kentucky,36.8473642,-87.77633329999999
"Trimble County, Kentucky",Trimble County,Kentucky,38.6013284,-85.31362179999999
"Union County, Kentucky",Union County,Kentucky,37.6638744,-87.97268100000001
"Warren County, Kentucky",Warren County,Kentucky,36.9886043,-86.49965460000001
"Washington County, Kentucky",Washington County,Kentucky,37.7516142,-85.14793639999999
"Wayne County, Kentucky",Wayne County,Kentucky,36.7571907,-84.8567932
"Webster County, Kentucky",Webster County,Kentucky,37.4892188,-87.7369607
"Whitley County, Kentucky",Whitley County,Kentucky,36.726335,-84.1857115
"Wolfe County, Kentucky",Wolfe County,Kentucky,37.75508689999999,-83.46435509999999
"Woodford County, Kentucky",Woodford County,Kentucky,38.0721662,-84.7315563
"Acadia Parish, Louisiana",Acadia Parish,Louisiana,30.2297347,-92.38136209999999
"Allen Parish, Louisiana",Allen Parish,Louisiana,30.5887484,-92.8577105
"Ascension Parish, Louisiana",Ascension Parish,Louisiana,30.2017295,-90.9438468
"Assumption Parish, Louisiana",Assumption Parish,Louisiana,29.9232544,-91.09693999999999
"Avoyelles Parish, Louisiana",Avoyelles Parish,Louisiana,30.9711824,-92.0665197
"Beauregard Parish, Louisiana",Beauregard Parish,Louisiana,30.7611484,-93.33889169999999
"Bienville Parish, Louisiana",Bienville Parish,Louisiana,32.4107403,-93.0175712
"Bossier Parish, Louisiana",Bossier Parish,Louisiana,32.7551322,-93.66232389999999
"Caddo Parish, Louisiana",Caddo Parish,Louisiana,32.6136798,-93.86553029999999
"Calcasieu Parish, Louisiana",Calcasieu Parish,Louisiana,30.2089286,-93.33889169999999
"Caldwell Parish, Louisiana",Caldwell Parish,Louisiana,32.0669717,-92.0665197
"Cameron Parish, Louisiana",Cameron Parish,Louisiana,29.8434436,-93.17796589999999
"Catahoula Parish, Louisiana",Catahoula Parish,Louisiana,31.7053083,-91.9099238
"Claiborne Parish, Louisiana",Claiborne Parish,Louisiana,32.7722557,-93.0175712
"Concordia Parish, Louisiana",Concordia Parish,Louisiana,31.4808983,-91.63721500000001
"De Soto Parish, Louisiana",De Soto Parish,Louisiana,32.0310567,-93.66232389999999
"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish,Louisiana,30.5693593,-91.09693999999999
"East Carroll Parish, Louisiana",East Carroll Parish,Louisiana,32.7570923,-91.2506002
"East Feliciana Parish, Louisiana",East Feliciana Parish,Louisiana,30.8458948,-91.02032240000001
"Evangeline Parish, Louisiana",Evangeline Parish,Louisiana,30.7821781,-92.38136209999999
"Franklin Parish, Louisiana",Franklin Parish,Louisiana,32.0737103,-91.5983959
"Grant Parish, Louisiana",Grant Parish,Louisiana,31.6943716,-92.539603
"Iberia Parish, Louisiana",Iberia Parish,Louisiana,29.4992629,-91.7538817
"Iberville Parish, Louisiana",Iberville Parish,Louisiana,30.2899179,-91.4048249
"Jackson Parish, Louisiana",Jackson Parish,Louisiana,32.2399791,-92.539603
"Jefferson Parish, Louisiana",Jefferson Parish,Louisiana,29.6498691,-90.11206960000001
"Jefferson Davis Parish, Louisiana",Jefferson Davis Parish,Louisiana,30.2672346,-92.8178291
"Lafayette Parish, Louisiana",Lafayette Parish,Louisiana,30.1895142,-92.02731899999999
"Lafourche Parish, Louisiana",Lafourche Parish,Louisiana,29.6952295,-90.52578229999999
"LaSalle Parish, Louisiana",LaSalle Parish,Louisiana,31.7002461,-92.2236667
"Lincoln Parish, Louisiana",Lincoln Parish,Louisiana,32.598888,-92.6983868
"Livingston Parish, Louisiana",Livingston Parish,Louisiana,30.4340146,-90.6773046
"Madison Parish, Louisiana",Madison Parish,Louisiana,32.4401578,-91.28910359999999
"Morehouse Parish, Louisiana",Morehouse Parish,Louisiana,32.796224,-91.7538817
"Natchitoches Parish, Louisiana",Natchitoches Parish,Louisiana,31.6801229,-93.17796589999999
"Orleans Parish, Louisiana",Orleans Parish,Louisiana,29.95106579999999,-90.0715323
"Ouachita Parish, Louisiana",Ouachita Parish,Louisiana,32.4271852,-92.2236667
"Plaquemines Parish, Louisiana",Plaquemines Parish,Louisiana,29.3240045,-89.4742177
"Pointe Coupee Parish, Louisiana",Pointe Coupee Parish,Louisiana,30.6102166,-91.5983959
"Rapides Parish, Louisiana",Rapides Parish,Louisiana,31.1461104,-92.539603
"Red River Parish, Louisiana",Red River Parish,Louisiana,32.0842949,-93.3792057
"Richland Parish, Louisiana",Richland Parish,Louisiana,32.3887281,-91.7928402
"Sabine Parish, Louisiana",Sabine Parish,Louisiana,31.4893252,-93.5003454
"St. Bernard Parish, Louisiana",St. Bernard Parish,Louisiana,29.879791,-89.3226954
"St. Charles Parish, Louisiana",St. Charles Parish,Louisiana,29.9273657,-90.3371889
"St. Helena Parish, Louisiana",St. Helena Parish,Louisiana,30.8021866,-90.6773046
"St. James Parish, Louisiana",St. James Parish,Louisiana,30.0179292,-90.7913227
"St. John the Baptist Parish, Louisiana",St. John the Baptist Parish,Louisiana,30.1118331,-90.4879916
"St. Landry Parish, Louisiana",St. Landry Parish,Louisiana,30.6036535,-92.0665197
"St. Martin Parish, Louisiana",St. Martin Parish,Louisiana,30.2395901,-91.7538817
